member_id,local_name,website
0226,志聖工業股份有限公司,https://www.csun.com.tw/
0227,久元電子股份有限公司,http://www.ytec.com.tw/index.htm
0228,華矽創新股份有限公司,https://usinnoc.com/
0229,先進智能系統股份有限公司,https://www.autosys.com.tw
0232,晶心科技股份有限公司,http://www.andestech.com/
0233,神盾股份有限公司,https://www.egistec.com/
0234,家登精密工業股份有限公司,https://www.gudeng.com/
0235,巨有科技股份有限公司,https://www.pgc.com.tw/
0236,立積電子股份有限公司,http://www.richwave.com.tw/zh/index.aspx
0237,偉詮電子股份有限公司,http://www.weltrend.com.tw/en-global
0238,勢流科技股份有限公司,https://www.flotrend.com.tw/
0239,恩萊特科技股份有限公司,https://www.enlight-tec.com/
0241,九谷國際科技實業有限公司,https://www.jgitec.com/
0242,安天德百電股份有限公司,https://www.itweba.com/zh-TW/index/index.html
0243,尚園科技股份有限公司,http://www.machine-cover.com/tw/
0244,優肯科技股份有限公司,https://www.ucandyna.com/
0246,達航科技股份有限公司,http://www.ofunatech.com
0249,天鈺科技股份有限公司,https://www.fitipower.com/
0251,益芯科技股份有限公司,https://www.cmsc.com.tw
0252,凌陽創新科技股份有限公司,www.sunplusit.com%20
0253,新武股份有限公司,http://www.shinbu.com.tw/
0256,中華精測科技股份有限公司,https://www.chpt.com/
0257,聯詠科技股份有限公司,https://www.novatek.com.tw/
0260,銳德精密股份有限公司,https://www.sogotec.com.tw/
0262,東捷科技股份有限公司,https://www.contrel.com.tw/
0264,譜威科技顧問股份有限公司,https://www.prowavegroup.com/h/Index?key=013537177978#3
0265,呈睿國際股份有限公司,https://www.wpic.com.tw/
0266,正言權業不銹鋼有限公司,https://www.jenyen.com/
0267,鈺祥企業股份有限公司,https://www.yesiang.com
0268,奇鼎科技股份有限公司,http://www.chd-tech.com.tw/tw/
0269,政美應用股份有限公司,https://www.cmi-tw.com
0270,德微科技股份有限公司,https://www.eris.com.tw/about.php
0271,添御股份有限公司,http://www.teen-yu.com.tw/
0272,昇陽國際半導體股份有限公司,https://www.psi.com.tw/
0274,南岩半導體股份有限公司,http://www.nanotechsemi.com.tw/index-4.html
0275,擷發科技股份有限公司,https://www.micro-ip.com/
0277,慧榮科技股份有限公司,https://www.siliconmotion.com/
0279,晶彩科技股份有限公司,https://www.favite.com/
0280,崇越科技股份有限公司,http://www.topco-global.com
0282,金兆益科技股份有限公司,https://www.newfast-semi.com
0284,景碩科技股份有限公司,www.kinsus.com.tw
0286,群智自動化機械有限公司,https://www.chunchin.com.cn/
0287,翔緯光電股份有限公司,https://www.shyawei.com.tw/
0289,圓達科技股份有限公司,https://www.futc.com.tw/
0291,盟立自動化股份有限公司,https://www.mirle.com.tw/
0292,明坤科技股份有限公司,https://www.mingkun-tech.com/
0293,華立企業股份有限公司,www.wahlee.com
0297,長廣精機股份有限公司,https://www.eternal-epm.com/
0298,萬潤科技股份有限公司,https://www.allring-tech.com.tw/
0299,弘塑科技股份有限公司,https://www.gptc.com.tw
0300,永喬科技有限公司,https://www.new-job.com.tw/
0301,辛耘企業股份有限公司,https://www.scientech.com.tw/
0302,瑞鼎科技股份有限公司,%20www.rad-ic.com
0303,可成應材科技有限公司,https://www.kanaue.com
0304,台灣奈微光科技股份有限公司,https://www.nmirp.com/zh-tw
0305,中國砂輪企業股份有限公司,https://www.kinik.com.tw/zh-tw/
0306,九彥科技股份有限公司,https://www.jyan.com.tw/
0308,榮宗科技有限公司,https://jctprovider.com.tw/
0309,威鈦淨材股份有限公司,https://www.ncmtw.com/
0310,資騰科技股份有限公司,www.stc.tw
0311,由田新技股份有限公司,https://www.utechzone.com.tw/index.php?lang=tw
0312,臻鼎科技控股股份有限公司,https://www.zdtco.com/tw
0313,大量科技股份有限公司,https://www.tlhome.com.tw/
0314,群翊工業股份有限公司,https://www.gpline.com.tw/
0315,京鼎精密科技股份有限公司,www.foxsemicon.com
0316,光陽光電股份有限公司,https://www.sunsun-tech.com.tw/
0317,錐光金屬股份有限公司,https://www.aap-tech.com/en
0318,錡曄電子股份有限公司,https://bsisemi.com/
0319,致茂電子股份有限公司,www.chromaate.com/tw/index
0320,中勤實業股份有限公司,www.ckplas.com
0321,總宇精密機械有限公司,www.zongyupm.com
0322,高亮興業股份有限公司,https://kaolight-dismantle.com/
0323,復盛股份有限公司,https://www.fusheng.com/
0324,德鋼金屬工業有限公司,https://www.intertech-metalworks.com/
0325,一安智能股份有限公司,https://www.janus-cyber.com/
0326,科斯邁股份有限公司,https://coresemicorp.com/
0327,亞智科技股份有限公司,https://www.manz.com.tw/
0328,日揚科技股份有限公司,https://www.htcvacuum.com
0329,宇霆科技股份有限公司,https://piezoultra.com/
0330,偉勝乾燥工業股份有限公司,https://www.wei-sun-oven.com/
0331,亞東工業氣體股份有限公司,https://tw.airliquide.com/zh
1008,台灣新思科技股份有限公司,http://www.synopsys.com
1017,霖豐股份有限公司,http://www.limchemical.com.tw
1027,愛爾蘭商益華科技股份有限公司台灣分公司,http://www.cadence.com
1028,豪璨應用材料有限公司,http://www.gracehaozan.com/
1040,美商國際半導體產業有限公司台灣分公司,http://www.semi.org
1041,格羅方德半導體股份有限公司,http://www.globalfoundries.com
1047,台灣千住電子股份有限公司,http://www.senju.com.tw
1051,英福康有限公司,http://www.inficon.com
1054,歐陸艾文斯材料科技股份有限公司,http://www.eaglabs.com
1084,阿托科技股份有限公司,www.atotech.com\taiwan
1094,阡隆科技實業有限公司,http://www.dimond-shamrock.com/
1096,台灣先藝科技股份有限公司,http://www.asm.com
1104,永豐金證券股份有限公司匯立分公司,http://www.clsa.com
1116,新加坡商英特格股份有限公司台灣分公司,https://www.entegris.com/
1120,飛翰外國法事務律師事務所,http://www.finnegan.com
1122,華懋科技股份有限公司,http://www.dtech-group.com/
1125,新萊應材科技有限公司,http://www.advantorr.com
1126,鷹鼎科技股份有限公司,http://www.insye.com
1133,東京威力科創股份有限公司,https://www.tel.com/
1134,安侯建業聯合會計師事務所,http://www.kpmg.com.tw
1141,財團法人資訊工業策進會,http://www.iii.org.tw/
1146,三福氣體股份有限公司,http://www.airproducts.com.tw
1153,聯亞科技股份有限公司,https://www.linde-lienhwa.com/tw
1156,台灣雲端物聯網產業協會,http://www.twcloud.org.tw
1159,資誠聯合會計師事務所,http://www.pwc.tw/
1161,社團法人台灣玉山科技協會,https://www.mjtaiwan.org.tw/pages/
1162,勤業眾信聯合會計師事務所,https://www2.deloitte.com/tw/tc.html
1163,台灣敦豪供應鏈股份有限公司,http://www.dhl.com.tw/zt.html
1164,台灣智慧物聯網產業協會,http://www.twiota.org/
1165,科勝科技股份有限公司,https://www.utitech.com.tw/
1168,台灣電子製造設備工業同業公會,http://www.teeia.org.tw
1169,安永聯合會計師事務所,https://www.ey.com/zh_tw
1172,台灣肥料股份有限公司,https://www.taifer.com.tw/
1174,台灣電路板協會,https://www.tpca.org.tw/
1175,日商瑞穗銀行股份有限公司台北分公司,https://www.mizuhogroup.com/asia-pacific/taiwan/cn
1176,中華民國對外貿易發展協會,https://www.taitra.org.tw/
1178,中華電信股份有限公司企業客戶分公司,https://www.cht.com.tw/home/enterprise
1180,捷孚凱行銷研究顧問有限公司,https://nielseniq.com/global/en/products/gfk-supply-chain-and-industry-market-analytics/
1181,台灣經濟新報文化事業股份有限公司,https://www.tej.com.tw/
1183,台灣被動元件產業協會,https://www.tpcia.org.tw/
1187,皮托科技股份有限公司,https://www.pitotech.com.tw/
1191,台灣半導體與光電材料元件產業協會,https://www.tsomda.org.tw/zh-tw
2003,台灣艾司摩爾股份有限公司,http://www.asml.com
2005,台灣住友培科股份有限公司,https://www.sumibe.co.jp
2009,安謀國際科技股份有限公司,https://www.arm.com/
2012,台灣歐姆龍股份有限公司,www.omron.com.tw
2014,台灣愛思開新材料股份有限公司,www.sk-materials.com
2017,優志旺股份有限公司,www.ushio.com.tw
2019,台灣美光記憶體股份有限公司,http://www.micron.com/
2020,艾克爾先進科技股份有限公司,https://www.amkor.com
2025,大塚科技股份有限公司,http://otsuka-tw.com/
2026,默克先進科技材料股份有限公司,https://www.merckgroup.com/en
2030,美商昂圖科技(股)公司台灣分公司,https://ontoinnovation.com/
2031,台灣迪恩士半導體科技股份有限公司,http://www.screen.com.tw
2035,美商泰瑞達有限公司台灣分公司,https://www.teradyne.com/
2039,台灣濱松光子學有限公司,https://www.hamamatsu.com/jp/en.html
2041,漢鐘真空科技股份有限公司,http://www.hanbell.com/
2042,台灣伸和控制工業股份有限公司,www.shinwa-cont.com
2043,奧地利商艾美斯電子束科技有限公司台灣分公司,https://www.ims.co.at/en/
2044,美商邁凌科技有限公司台灣分公司,https://www.maxlinear.com/
2045,台灣荏原精密股份有限公司,https://www.ebara-tep.com.tw/
2047,台灣康肯環保設備股份有限公司,https://www.kanken-techno.co.jp/
2049,香港商達思系統(股)公司台灣分公司,https://www.das-ee.com/zh-hant/
2050,愛爾蘭商西門子電子設計自動化股份有限公司台灣分公司,https://eda.sw.siemens.com/en-US/
2051,德商世創電子材料股份有限公司台灣分公司,
2052,大陸商上海概倫電子股份有限公司 台灣分公司,https://www.primarius-tech.com/
2056,台灣大日本印刷股份有限公司,
2057,美商堡頂有限公司,https://www.castlepeakadvisors.com/
2058,卡爾蔡司股份有限公司,https://www.zeiss.com.tw/semiconductor-manufacturing-technology/home.html%20
2059,藝康企業股份有限公司,https://www.ecolab.com/
2060,塞席爾商捷領顧問有限公司台灣分公司,www.jladvisoryco.com
2061,優貝克科技股份有限公司,www.ulvac.com.twproductsvacuumPump1_1?gad_source=1&gad_campaignid=10059077917&gbraid=0AAAAACicI85irHMSV4YJZSCZ83HSgKBD5&gclid=CjwKCAjwiezABhBZEiwAEbTPGI4h_F2fX4GKscmHdE6Joe0CvhYcCtFsZ9qeELDLlom8Vz3jd3OkqRoCSb0QAvD_BwE
2062,中以聯科資訊系統安裝有限公司,https://www.convergint.com/
2063,台灣普迪飛半導體技術有限公司,www.pdf.com
2064,台灣捷時雅電子材料股份有限公司,https://www.jsr.co.jp/
2065,印度商賽恩特半導體股份有限公司,https://cyientsemi.com/
2066,台灣帆軟有限公司,https://www.fanruan.com/zh-tw/company
